transaction_id,customer_id,product_id,rep_id,transaction_date,quantity,unit_price,discount_pct,gross_amount,total_amount,total_cost,net_profit,payment_status,fulfillment_days,is_anomaly
TXN-10140,CUST-0799,PROD-01,REP-06,2024-09-27 11:26:30,5,1499.0,0.0,7495.0,7495.0,2250.0,5245.0,Completed,1,0
TXN-10141,CUST-0289,PROD-03,REP-04,2024-09-27 05:37:30,2,2199.0,0.0,4398.0,4398.0,1300.0,3098.0,Completed,1,0
TXN-10142,CUST-0080,PROD-10,REP-04,2024-09-27 12:05:30,3,449.0,0.1,1347.0,1212.3,450.0,762.3,Completed,1,0
TXN-10143,CUST-0850,PROD-07,REP-01,2024-09-27 06:14:30,1,1699.0,0.15,1699.0,1444.15,500.0,944.15,Cancelled,2,0
TXN-10144,CUST-0372,PROD-02,REP-07,2024-09-27 12:26:30,3,799.0,0.0,2397.0,2397.0,660.0,1737.0,Completed,4,0
TXN-10145,CUST-0765,PROD-10,REP-05,2024-09-27 07:15:30,1,449.0,0.1,449.0,404.1,150.0,254.1,Completed,6,0
TXN-10146,CUST-0296,PROD-01,REP-06,2024-09-27 07:37:30,2,1499.0,0.1,2998.0,2698.2,900.0,1798.2,Completed,1,0
TXN-10147,CUST-0206,PROD-06,REP-03,2024-09-27 02:45:30,4,1099.0,0.0,4396.0,4396.0,1240.0,3156.0,Processing,3,0
TXN-10148,CUST-0952,PROD-09,REP-05,2024-09-27 02:05:30,1,1299.0,0.1,1299.0,1169.1,390.0,779.1,Completed,6,0
TXN-10149,CUST-0976,PROD-05,REP-05,2024-09-27 00:54:30,1,599.0,0.05,599.0,569.05,180.0,389.05,Completed,6,0
TXN-10150,CUST-0198,PROD-08,REP-06,2024-09-27 10:17:30,3,699.0,0.1,2097.0,1887.3,600.0,1287.3,Completed,4,0
TXN-10151,CUST-0266,PROD-04,REP-02,2024-09-27 04:07:30,2,499.0,0.05,998.0,948.1,240.0,708.1,Completed,4,0
TXN-10152,CUST-0216,PROD-04,REP-03,2024-09-27 05:31:30,1,499.0,0.05,499.0,474.05,120.0,354.05,Completed,3,0
TXN-10153,CUST-1065,PROD-03,REP-06,2024-09-28 12:04:30,1,2199.0,0.0,2199.0,2199.0,650.0,1549.0,Completed,5,0
TXN-10154,CUST-0071,PROD-11,REP-06,2024-09-28 12:34:30,1,299.0,0.0,299.0,299.0,90.0,209.0,Completed,1,0
TXN-10155,CUST-0070,PROD-03,REP-01,2024-09-28 03:15:30,1,2199.0,0.0,2199.0,2199.0,650.0,1549.0,Completed,3,0
TXN-10156,CUST-1183,PROD-08,REP-06,2024-09-28 05:47:30,8,699.0,0.0,5592.0,5592.0,1600.0,3992.0,Completed,2,0
TXN-10157,CUST-0573,PROD-06,REP-05,2024-09-28 07:42:30,8,1099.0,0.0,8792.0,8792.0,2480.0,6312.0,Completed,2,0
TXN-10158,CUST-1125,PROD-11,REP-07,2024-09-28 08:24:30,1,299.0,0.1,299.0,269.1,90.0,179.1,Completed,1,0
TXN-10159,CUST-0749,PROD-11,REP-06,2024-09-28 04:39:30,1,299.0,0.05,299.0,284.05,90.0,194.05,Completed,1,0
TXN-10160,CUST-0228,PROD-09,REP-03,2024-09-28 08:28:30,2,1299.0,0.0,2598.0,2598.0,780.0,1818.0,Completed,6,0
TXN-10161,CUST-1134,PROD-09,REP-03,2024-09-28 08:02:30,1,1299.0,0.1,1299.0,1169.1,390.0,779.1,Completed,1,0
TXN-10162,CUST-0291,PROD-01,REP-02,2024-09-28 08:47:30,1,1499.0,0.05,1499.0,1424.05,450.0,974.05,Completed,3,0
TXN-10163,CUST-1153,PROD-09,REP-03,2024-09-28 12:44:30,1,1299.0,0.0,1299.0,1299.0,390.0,909.0,Refunded,4,0
TXN-10164,CUST-0767,PROD-02,REP-01,2024-09-28 08:45:30,2,799.0,0.05,1598.0,1518.1,440.0,1078.1,Completed,1,0
TXN-10165,CUST-0312,PROD-04,REP-05,2024-09-29 04:28:30,1,499.0,0.15,499.0,424.15,120.0,304.15,Refunded,4,0
TXN-10166,CUST-1069,PROD-08,REP-06,2024-09-29 04:59:30,55,699.0,0.15,38445.0,32678.25,11000.0,21678.25,Completed,5,1
TXN-10167,CUST-0154,PROD-12,REP-05,2024-09-29 04:35:30,2,899.0,0.0,1798.0,1798.0,560.0,1238.0,Refunded,4,0
TXN-10168,CUST-0137,PROD-07,REP-01,2024-09-29 10:13:30,1,1699.0,0.0,1699.0,1699.0,500.0,1199.0,Completed,3,0
TXN-10169,CUST-0802,PROD-11,REP-01,2024-09-29 12:50:30,1,299.0,0.05,299.0,284.05,90.0,194.05,Completed,3,0
TXN-10170,CUST-0464,PROD-03,REP-06,2024-09-29 05:39:30,4,2199.0,0.0,8796.0,8796.0,2600.0,6196.0,Completed,2,0
TXN-10171,CUST-0422,PROD-03,REP-05,2024-09-29 10:44:30,2,2199.0,0.1,4398.0,3958.2,1300.0,2658.2,Completed,2,0
TXN-10172,CUST-0638,PROD-11,REP-03,2024-09-29 02:08:30,2,299.0,0.0,598.0,598.0,180.0,418.0,Completed,1,0
TXN-10173,CUST-0931,PROD-02,REP-02,2024-09-29 02:09:30,4,799.0,0.1,3196.0,2876.4,880.0,1996.4,Completed,2,0
TXN-10174,CUST-0782,PROD-02,REP-05,2024-09-29 04:37:30,2,799.0,0.0,1598.0,1598.0,440.0,1158.0,Completed,3,0
TXN-10175,CUST-0998,PROD-04,REP-06,2024-09-29 12:19:30,2,499.0,0.0,998.0,998.0,240.0,758.0,Completed,5,0
TXN-10176,CUST-0743,PROD-11,REP-01,2024-09-29 10:30:30,2,299.0,0.05,598.0,568.1,180.0,388.1,Completed,2,0
TXN-10177,CUST-0216,PROD-12,REP-07,2024-09-29 01:15:30,3,899.0,0.15,2697.0,2292.45,840.0,1452.45,Completed,2,0
TXN-10178,CUST-0515,PROD-02,REP-07,2024-09-29 06:01:30,1,799.0,0.05,799.0,759.05,220.0,539.05,Completed,2,0
TXN-10179,CUST-0454,PROD-11,REP-06,2024-09-29 10:06:30,1,299.0,0.2,299.0,239.2,90.0,149.2,Completed,6,0
TXN-10180,CUST-1159,PROD-10,REP-06,2024-09-30 08:10:30,2,449.0,0.15,898.0,763.3,300.0,463.3,Completed,3,0
TXN-10181,CUST-0202,PROD-02,REP-04,2024-09-30 09:41:30,5,799.0,0.0,3995.0,3995.0,1100.0,2895.0,Completed,4,0
TXN-10182,CUST-0864,PROD-12,REP-06,2024-09-30 12:32:30,3,899.0,0.0,2697.0,2697.0,840.0,1857.0,Completed,4,0
TXN-10183,CUST-1071,PROD-07,REP-04,2024-09-30 08:11:30,3,1699.0,0.05,5097.0,4842.15,1500.0,3342.15,Completed,4,0
TXN-10184,CUST-0053,PROD-10,REP-02,2024-09-30 11:33:30,1,449.0,0.05,449.0,426.55,150.0,276.55,Completed,4,0
TXN-10185,CUST-0845,PROD-12,REP-03,2024-09-30 05:33:30,2,899.0,0.1,1798.0,1618.2,560.0,1058.2,Completed,2,0
